,x,mean,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,1.0,0.5024317246539469,0.012345679012345734,0.7654320987654322,0.7530864197530864,0.37037037037037035,0.012345679012345734,0.4814814814814815,0.5185185185185186,0.7407407407407407,0.012345679012345734,0.5308641975308642,0.5308641975308642,0.7654320987654322,0.7037037037037037,0.2962962962962963,0.37037037037037035,0.5925925925925926,0.012345679012345734,0.2962962962962963,0.2592592592592593,0.024691358024691357,0.7654320987654322,0.7654320987654322,0.7283950617283951,0.6790123456790124,0.654320987654321,0.7160493827160495,0.617283950617284,0.8765432098765432,0.012345679012345734,0.33333333333333337,0.7777777777777778,0.8518518518518519,0.7530864197530864
1,2.0,0.5102880658436213,0.32098765432098764,0.8271604938271605,0.012345679012345734,0.45679012345679015,0.0864197530864198,0.40740740740740744,0.012345679012345734,0.5185185185185186,0.617283950617284,0.2962962962962963,0.37037037037037035,0.691358024691358,0.691358024691358,0.654320987654321,0.6296296296296297,0.5802469135802469,0.6666666666666667,0.8024691358024691,0.8518518518518519,0.654320987654321,0.6049382716049383,0.4320987654320988,0.7654320987654322,0.4691358024691358,0.4444444444444444,0.4814814814814815,0.7037037037037037,0.7160493827160495,0.6666666666666667,0.012345679012345734,0.5061728395061729,0.7654320987654322,0.12345679012345678
2,3.0,0.5596707818930042,0.7654320987654322,0.7777777777777778,0.4444444444444444,0.012345679012345734,0.5679012345679013,0.6790123456790124,0.5679012345679013,0.2222222222222222,0.6790123456790124,0.7283950617283951,0.691358024691358,0.6296296296296297,0.6296296296296297,0.7160493827160495,0.49382716049382713,0.49382716049382713,0.28395061728395066,0.7407407407407407,0.2962962962962963,0.8641975308641976,0.5679012345679013,0.012345679012345734,0.8148148148148149,0.7407407407407407,0.5802469135802469,0.6419753086419753,0.5432098765432098,0.5061728395061729,0.3580246913580247,0.6049382716049383,0.5679012345679013,0.6296296296296297,0.617283950617284
3,4.0,0.6344930789375235,0.5432098765432098,0.8641975308641976,0.6790123456790124,0.012345679012345734,0.691358024691358,0.5308641975308642,0.7407407407407407,0.6790123456790124,0.5308641975308642,0.8148148148148149,0.45679012345679015,0.5679012345679013,0.6790123456790124,0.6049382716049383,0.5925925925925926,0.7654320987654322,0.2098765432098766,0.7283950617283951,0.7777777777777778,0.41975308641975306,0.6296296296296297,0.7407407407407407,0.6049382716049383,0.8888888888888888,0.7530864197530864,0.6049382716049383,0.691358024691358,0.7160493827160495,0.5802469135802469,0.7283950617283951,0.691358024691358,0.5185185185185186,0.9012345679012346
4,5.0,0.7433595211372991,0.7654320987654322,0.8148148148148149,0.7407407407407407,0.7777777777777778,0.8024691358024691,0.5432098765432098,0.8518518518518519,0.8765432098765432,0.49382716049382713,0.4691358024691358,0.8395061728395061,0.691358024691358,0.8765432098765432,0.8148148148148149,0.8641975308641976,0.8765432098765432,0.7407407407407407,0.7654320987654322,0.6296296296296297,0.6790123456790124,0.8641975308641976,0.7654320987654322,0.6666666666666667,0.691358024691358,0.7530864197530864,0.5555555555555556,0.7160493827160495,0.7777777777777778,0.7407407407407407,0.8271604938271605,0.7777777777777778,0.7283950617283951,0.7530864197530864
5,6.0,0.6337448559670782,0.7160493827160495,0.7654320987654322,0.8024691358024691,0.7160493827160495,0.8395061728395061,0.7777777777777778,0.5555555555555556,0.6790123456790124,0.7407407407407407,0.7037037037037037,0.5679012345679013,0.04938271604938271,0.32098765432098764,0.6419753086419753,0.8765432098765432,0.7530864197530864,0.7160493827160495,0.7407407407407407,0.4691358024691358,0.7037037037037037,0.8148148148148149,0.5802469135802469,0.8148148148148149,0.617283950617284,0.5555555555555556,0.617283950617284,0.6790123456790124,0.5925925925925926,0.7283950617283951,0.9012345679012346,0.7530864197530864,0.012345679012345734,0.11111111111111116
6,7.0,0.6812570145903482,0.8148148148148149,0.7654320987654322,0.8641975308641976,0.8024691358024691,0.7777777777777778,0.49382716049382713,0.691358024691358,0.8271604938271605,0.6790123456790124,0.7654320987654322,0.07407407407407407,0.7901234567901234,0.7160493827160495,0.7901234567901234,0.8641975308641976,0.617283950617284,0.691358024691358,0.654320987654321,0.8024691358024691,0.5432098765432098,0.32098765432098764,0.7037037037037037,0.5802469135802469,0.6296296296296297,0.8395061728395061,0.6419753086419753,0.5308641975308642,0.6790123456790124,0.7530864197530864,0.5061728395061729,0.8888888888888888,0.5679012345679013,0.8148148148148149
7,8.0,0.6629255518144408,0.4814814814814815,0.7283950617283951,0.6419753086419753,0.8024691358024691,0.7777777777777778,0.8271604938271605,0.7654320987654322,0.6296296296296297,0.691358024691358,0.691358024691358,0.5555555555555556,0.7901234567901234,0.3950617283950617,0.5555555555555556,0.7283950617283951,0.345679012345679,0.7283950617283951,0.5555555555555556,0.6790123456790124,0.8271604938271605,0.8641975308641976,0.7654320987654322,0.7530864197530864,0.7777777777777778,0.012345679012345734,0.6419753086419753,0.6419753086419753,0.7777777777777778,0.7654320987654322,0.8518518518518519,0.6666666666666667,0.5555555555555556,0.6049382716049383
8,9.0,0.7141788252899363,0.7654320987654322,0.8641975308641976,0.5679012345679013,0.7283950617283951,0.8765432098765432,0.6049382716049383,0.8641975308641976,0.4320987654320988,0.9012345679012346,0.8271604938271605,0.6666666666666667,0.691358024691358,0.8024691358024691,0.654320987654321,0.19753086419753085,0.9012345679012346,0.654320987654321,0.6790123456790124,0.9012345679012346,0.9012345679012346,0.8765432098765432,0.691358024691358,0.7654320987654322,0.7160493827160495,0.5308641975308642,0.654320987654321,0.7901234567901234,0.4444444444444444,0.8024691358024691,0.7530864197530864,0.5802469135802469,0.7407407407407407,0.7407407407407407
9,10.0,0.7194163860830526,0.6666666666666667,0.8271604938271605,0.654320987654321,0.5061728395061729,0.7530864197530864,0.5185185185185186,0.7777777777777778,0.345679012345679,0.8271604938271605,0.7530864197530864,0.7283950617283951,0.8395061728395061,0.8148148148148149,0.7283950617283951,0.8024691358024691,0.6790123456790124,0.5185185185185186,0.7037037037037037,0.9012345679012346,0.8271604938271605,0.8518518518518519,0.8518518518518519,0.691358024691358,0.654320987654321,0.8271604938271605,0.7407407407407407,0.6666666666666667,0.8518518518518519,0.7037037037037037,0.7530864197530864,0.8271604938271605,0.5802469135802469,0.5679012345679013
10,11.0,0.681257014590348,0.41975308641975306,0.654320987654321,0.6296296296296297,0.8148148148148149,0.8518518518518519,0.654320987654321,0.617283950617284,0.6419753086419753,0.7037037037037037,0.5432098765432098,0.3580246913580247,0.8395061728395061,0.7530864197530864,0.691358024691358,0.5679012345679013,0.8271604938271605,0.7037037037037037,0.617283950617284,0.7530864197530864,0.8765432098765432,0.8641975308641976,0.7901234567901234,0.5308641975308642,0.49382716049382713,0.6790123456790124,0.5925925925925926,0.7283950617283951,0.7777777777777778,0.7777777777777778,0.6296296296296297,0.7407407407407407,0.6049382716049383,0.7530864197530864
