L_8s,L_4s
50,10
27,15
32,26
33,43
12,10
48,50
15,47
42,15
59,9
35,14
29,42
17,18
20,25
30,12
32,17
52,17
9,38
26,32
26,32
13,22
24,17
8,8
80,27
28,29
35,21
40,24
48,15
19,17
59,14
28,29
80,12
69,34
43,19
38,16
69,19
43,29
11,11
42,23
80,16
16,38
21,67
31,38
9,8
42,36
33,18
28,24
18,21
14,41
18,13
24,13
63,78
13,39
26,25
61,20
14,35
43,30
45,22
20,11
39,20
19,13
26,19
11,25
44,15
30,24
35,14
60,11
9,27
32,16
36,16
28,11
26,15
19,15
23,58
10,11
27,24
58,80
28,50
44,25
34,26
18,24
22,15
9,11
23,14
25,12
14,15
47,15
60,23
8,8
58,19
26,19
45,21
17,37
34,16
10,13
17,33
34,18
29,13
33,56
31,50
27,12
25,32
20,20
19,27
12,32
41,17
22,23
12,22
60,20
36,54
13,13
17,10
39,55
46,20
38,46
28,18
12,26
20,11
31,37
11,11
23,15
46,53
37,39
31,30
48,21
18,59
44,30
10,10
40,21
20,19
42,45
32,27
27,20
30,29
21,11
17,28
22,11
14,19
18,18
16,19
48,40
30,31
22,20
17,25
64,25
17,15
21,15
42,36
35,11
45,36
24,23
21,37
21,20
27,24
17,21
23,16
32,18
8,9
26,25
69,32
23,12
28,23
18,18
27,28
10,10
42,17
35,18
47,20
30,30
43,39
21,22
41,10
8,8
40,37
51,30
17,17
19,28
37,27
20,8
35,52
30,29
12,33
15,14
31,34
41,27
28,32
22,14
43,13
28,20
17,56
15,21
24,33
19,14
50,49
35,34
20,46
30,19
12,11
65,17
39,32
13,14
17,20
8,34
27,43
26,48
62,27
10,15
48,21
19,23
12,26
63,44
44,15
54,28
33,19
38,20
19,13
21,11
9,11
36,17
27,19
15,15
58,33
26,27
29,31
27,26
60,18
30,30
16,9
18,30
18,12
23,21
30,23
20,13
37,13
52,46
15,14
24,21
26,30
21,21
23,18
45,38
45,28
23,10
22,22
48,31
16,19
27,35
8,8
28,13
43,46
33,36
80,48
50,20
17,12
31,14
25,20
29,21
37,23
53,40
23,15
28,28
35,19
8,9
37,18
37,26
14,27
47,16
49,24
25,9
28,12
16,23
35,28
39,57
39,34
33,40
16,11
35,30
42,31
26,24
41,19
13,18
27,23
36,17
21,21
10,30
19,14
20,16
26,25
30,49
26,47
18,22
41,27
9,9
18,10
28,22
22,29
11,9
44,13
24,20
17,19
61,15
28,42
24,15
73,20
49,16
18,24
21,35
8,11
44,18
24,25
19,17
21,17
21,18
21,29
19,11
62,30
33,31
30,15
41,30
43,12
49,39
54,40
17,53
35,14
32,30
16,19
18,16
20,18
22,24
36,20
32,39
21,17
10,10
22,18
21,30
29,27
16,13
8,20
38,17
80,19
43,34
10,19
17,17
23,22
29,15
42,27
28,28
56,19
50,50
50,20
20,18
17,9
10,9
47,19
44,14
14,16
42,22
47,34
9,9
41,32
18,17
42,21
17,20
56,46
80,32
40,52
49,15
25,10
32,14
25,23
16,14
59,24
21,20
43,49
10,13
19,11
25,27
9,20
41,22
19,12
77,13
16,18
8,21
45,14
24,39
19,13
11,27
25,24
17,23
19,42
24,17
80,21
24,19
33,23
37,15
38,17
13,38
11,10
33,24
20,32
45,17
29,19
62,16
21,9
13,24
25,31
47,41
15,20
45,39
38,37
25,23
80,32
26,24
33,26
50,31
29,26
24,15
17,15
11,20
40,28
38,12
22,21
19,20
27,36
40,51
16,16
22,28
9,9
24,28
29,18
21,39
24,41
16,37
16,24
13,12
41,19
23,35
40,16
57,29
45,34
50,35
15,46
9,10
33,72
26,26
37,40
21,19
16,43
8,42
52,44
18,26
23,29
50,15
16,15
39,23
13,12
25,39
34,10
18,21
50,15
15,36
22,24
20,43
48,32
37,19
29,19
40,22
10,22
42,24
52,14
13,27
23,11
9,35
15,12
23,61
22,28
9,12
26,23
20,19
31,17
47,16
37,23
41,25
46,26
32,64
21,29
40,18
11,10
46,31
27,19
31,25
64,18
20,21
53,20
32,24
32,56
58,23
33,16
41,14
18,43
26,44
47,37
27,35
29,24
22,31
31,14
20,13
17,13
21,51
35,38
24,14
29,17
22,10
62,71
39,16
18,13
20,38
8,50
42,17
25,16
27,12
12,42
44,75
19,22
15,24
57,20
80,80
50,13
56,19
58,43
43,20
23,26
10,10
23,26
26,26
16,22
58,30
45,21
8,20
34,21
27,19
60,10
12,15
37,19
40,36
14,9
30,13
62,21
19,12
23,41
15,41
36,21
22,23
21,22
10,10
40,44
22,16
9,24
36,18
23,20
43,22
17,22
28,9
15,17
32,21
24,11
11,23
65,35
80,16
10,18
24,17
42,12
37,25
32,48
80,49
49,36
33,10
8,10
24,80
23,24
15,17
27,25
37,17
21,8
30,18
18,16
47,60
17,38
42,17
22,13
74,19
39,23
28,39
18,15
23,10
20,38
20,32
29,17
24,21
20,13
19,15
22,16
20,38
47,80
21,22
17,33
36,16
28,21
27,45
26,25
23,38
10,23
36,12
17,31
20,30
42,20
47,9
30,13
25,76
30,29
33,17
36,17
11,9
63,18
42,15
40,15
30,19
22,34
54,21
37,14
16,28
35,27
13,34
17,17
62,75
25,25
42,15
53,26
32,15
34,22
17,15
31,29
48,19
43,18
25,14
32,20
41,26
22,26
36,36
80,47
54,15
28,17
8,8
38,42
23,19
21,38
42,13
25,14
54,26
14,12
17,20
15,33
23,40
38,28
23,36
30,25
35,43
9,10
30,13
19,14
19,17
30,16
37,39
9,9
44,15
47,15
64,79
41,19
41,25
25,22
22,32
33,13
26,43
33,15
42,21
17,44
25,18
20,20
30,27
24,13
24,41
57,16
48,22
30,22
28,39
13,13
23,76
8,26
15,34
29,18
46,47
9,11
19,13
35,50
12,13
16,28
28,29
27,15
46,51
29,20
34,24
12,11
8,10
26,17
22,18
14,16
80,17
33,18
8,21
41,21
16,15
28,47
15,34
21,38
21,37
56,44
24,14
71,43
29,26
34,31
29,12
26,30
22,18
22,20
36,29
34,20
25,32
20,9
22,45
41,22
39,17
18,19
9,27
33,15
55,25
35,10
12,26
33,24
17,18
15,10
23,42
58,49
36,15
37,25
80,13
33,34
18,17
11,11
28,13
27,35
14,15
80,26
19,39
20,9
13,18
28,25
80,23
26,21
41,42
21,14
12,9
39,30
29,13
23,29
29,39
20,16
25,15
28,13
21,14
35,10
35,17
31,18
19,11
27,24
36,20
33,15
29,36
38,31
15,27
25,42
28,30
24,31
39,23
44,28
12,17
46,24
29,23
38,17
25,25
26,15
18,10
22,14
8,8
60,39
26,30
17,27
34,29
37,29
8,8
39,45
16,16
56,58
32,20
41,40
40,26
13,14
32,46
18,24
31,18
31,28
16,18
22,27
22,46
19,11
35,13
18,15
20,25
21,24
37,31
72,35
19,27
39,30
22,32
27,13
28,31
37,74
12,23
21,15
16,11
70,31
28,18
62,21
26,14
32,26
25,24
17,15
38,36
9,9
22,13
26,30
14,29
28,49
35,23
9,9
32,35
17,24
45,31
34,13
25,29
24,16
17,29
30,24
15,11
52,18
39,37
55,13
28,48
51,27
20,25
26,33
41,41
22,29
11,46
41,33
32,22
16,21
24,27
27,22
23,15
38,31
22,13
35,48
32,19
23,25
18,11
29,14
25,19
14,26
45,38
41,25
30,17
13,44
11,9
25,25
42,19
14,34
42,22
39,79
36,20
40,26
40,33
30,27
12,18
55,15
47,28
15,13
34,40
20,14
17,21
22,10
13,20
19,25
19,22
29,20
10,10
33,40
35,38
19,11
23,28
23,12
28,12
63,10
42,21
26,41
30,38
10,35
9,10
30,21
25,20
58,31
44,31
47,15
36,42
32,22
24,19
49,38
23,22
9,8
40,18
20,22
47,35
73,22
20,36
8,21
27,49
16,16
34,24
18,23
15,28
69,14
16,17
45,18
16,35
26,15
27,51
21,18
41,71
37,12
36,19
24,24
44,14
31,80
24,12
22,31
59,24
32,26
19,18
8,9
41,26
60,26
10,12
38,19
16,17
16,10
29,19
42,29
34,57
14,51
55,31
14,25
22,27
21,21
9,10
45,24
27,16
14,14
24,33
39,37
25,20
58,35
41,17
32,19
20,18
33,12
15,13
12,34
34,19
37,28
31,12
44,46
20,20
20,35
29,14
21,25
29,38
19,21
40,17
21,21
30,43
19,13
37,34
15,24
35,33
25,40
36,26
62,59
25,10
23,26
23,48
10,12
28,38
30,51
53,26
32,24
34,15
50,26
14,11
11,10
25,21
58,22
28,35
39,47
35,30
9,41
26,11
16,24
40,21
32,50
18,17
25,13
28,35
33,43
16,23
27,14
21,35
44,19
15,13
39,21
25,39
59,71
38,25
28,16
12,19
29,25
15,13
47,17
48,29
8,9
45,32
41,18
30,11
33,29
21,32
18,18
16,14
22,15
30,50
28,15
29,20
31,35
47,38
55,17
10,8
41,80
49,72
29,17
51,17
39,34
8,8
23,24
19,16
28,45
17,22
69,30
18,19
17,20
56,19
20,13
57,13
22,11
13,16
27,22
17,12
58,25
43,33
48,24
52,54
12,22
35,43
26,62
23,12
18,37
28,27
49,46
28,36
22,19
11,10
37,23
31,18
14,21
27,15
44,12
27,11
38,21
32,20
21,17
32,17
11,10
35,25
32,12
15,17
39,20
22,26
20,20
29,13
18,16
71,38
46,26
33,29
46,43
23,9
29,17
31,13
27,12
27,24
18,13
14,18
34,13
12,13
34,36
46,13
21,25
9,20
30,56
37,19
33,13
20,21
9,27
20,14
41,38
11,33
12,33
42,30
37,22
32,21
26,16
34,24
55,37
33,21
26,54
53,33
23,17
10,8
33,33
30,28
28,14
51,16
23,15
63,9
39,46
38,16
27,29
71,55
31,14
23,17
32,50
38,14
28,10
38,16
23,9
33,33
15,25
17,20
21,26
27,10
19,35
19,19
20,25
22,36
19,19
77,35
30,18
30,9
55,13
37,23
24,25
32,25
44,10
20,26
17,25
22,16
80,32
38,16
38,21
14,13
39,27
15,12
9,10
37,24
31,24
16,14
22,21
22,21
60,24
37,10
35,18
10,24
31,21
39,26
39,12
16,20
40,35
26,12
27,36
29,23
21,14
22,18
80,14
30,33
40,36
30,37
26,31
23,10
72,29
46,20
34,17
30,40
9,30
24,14
29,18
10,20
10,27
14,23
38,25
68,15
22,15
35,48
15,19
46,29
46,19
31,50
36,12
9,11
47,37
35,16
31,17
22,47
43,21
20,21
32,21
24,51
29,41
13,17
47,59
39,21
27,12
28,24
15,18
16,13
23,10
38,19
16,13
17,73
22,23
37,27
19,43
21,19
76,10
22,16
78,33
14,14
46,60
9,23
32,14
27,27
34,10
26,43
20,11
25,32
14,14
25,18
24,19
55,27
80,18
23,17
48,40
63,12
9,8
20,23
43,33
15,16
63,57
59,17
20,29
48,33
38,16
49,26
31,14
41,16
55,37
24,37
45,27
24,48
30,14
37,37
13,31
26,20
30,40
23,30
33,35
32,37
19,18
10,9
24,26
27,18
17,21
16,12
8,8
37,52
65,55
23,28
25,47
15,26
36,20
14,19
23,17
33,19
80,47
80,31
13,17
39,19
17,11
11,9
23,21
42,20
15,48
20,28
31,21
8,8
34,46
26,18
10,37
15,20
74,49
15,15
27,14
34,31
15,25
28,24
28,27
22,12
17,13
33,20
36,14
26,30
37,40
22,19
19,26
80,49
18,38
20,21
25,11
49,32
27,16
38,18
27,29
13,13
45,24
43,19
11,25
23,18
47,20
14,63
42,33
14,27
30,20
12,16
11,8
30,30
29,40
14,59
21,22
25,14
9,31
42,24
29,27
27,24
19,28
18,51
23,13
26,23
74,21
47,25
21,14
53,39
13,60
80,30
35,32
21,71
51,29
52,14
27,16
39,21
22,31
27,26
51,15
26,10
9,30
50,24
65,14
39,28
25,15
37,24
23,30
14,24
28,19
37,23
12,18
32,34
28,21
17,25
43,16
11,8
57,15
43,24
16,25
37,15
26,48
32,9
48,25
37,16
10,54
31,19
18,13
80,35
39,13
35,21
27,33
29,21
32,52
32,26
15,13
26,13
51,24
25,21
56,29
22,16
9,11
27,80
37,39
41,50
22,11
9,21
27,61
23,36
35,11
10,17
14,34
17,22
17,32
28,20
64,14
30,51
39,19
35,40
19,15
18,12
11,10
36,32
23,19
15,43
48,22
47,23
8,9
48,12
16,30
36,24
47,29
40,36
43,19
27,18
40,56
13,23
20,23
24,25
14,18
24,16
29,12
22,34
20,11
46,26
37,22
21,12
32,13
26,16
28,17
39,21
27,21
68,44
38,39
23,33
9,43
15,13
19,16
39,19
20,37
64,34
22,21
44,21
45,16
43,14
30,11
9,11
69,29
49,22
19,35
41,40
45,21
29,42
22,32
51,17
32,11
20,35
15,35
35,15
33,12
32,15
32,53
21,14
60,16
18,18
72,18
39,20
24,14
14,13
80,80
19,18
22,9
35,36
30,15
28,24
29,10
8,20
27,80
57,18
26,30
11,11
24,14
35,22
30,26
48,34
45,44
25,22
33,44
45,16
37,35
23,20
9,10
40,42
44,15
45,31
33,40
23,41
9,30
33,11
52,37
50,27
38,12
41,22
20,52
28,33
51,33
20,11
23,12
45,55
20,18
15,20
27,14
25,20
68,35
38,18
39,27
9,12
23,17
20,19
13,14
50,19
9,8
29,17
55,27
27,21
41,30
15,31
31,19
16,23
32,29
39,24
33,20
35,69
24,13
37,15
12,11
11,8
24,21
53,33
16,17
41,15
52,17
8,8
51,35
27,18
29,31
14,14
17,17
19,26
41,32
59,61
30,18
30,16
24,28
32,14
19,14
40,27
22,21
31,15
29,17
19,41
22,12
33,25
17,31
24,21
39,17
47,21
57,16
28,16
10,12
11,10
27,11
24,34
59,36
41,14
37,19
35,14
61,60
25,24
28,48
19,15
10,9
18,21
36,17
49,25
29,19
19,22
8,8
18,32
31,41
28,19
35,22
13,14
18,30
25,18
44,27
28,13
16,36
29,11
28,21
30,17
29,13
21,21
44,15
27,30
25,19
10,10
32,33
35,28
15,23
38,23
38,22
32,15
68,19
36,11
9,11
27,33
24,30
13,10
26,18
42,23
28,14
40,24
26,68
18,15
12,46
8,11
80,22
48,17
47,18
19,23
50,14
20,24
24,58
16,15
29,31
33,36
15,23
41,17
28,12
29,24
16,25
19,13
40,11
22,12
16,69
35,15
58,11
10,11
54,14
19,18
21,23
38,23
21,22
13,17
58,20
28,8
54,16
66,73
22,20
35,10
15,25
19,20
15,17
23,12
51,56
80,15
30,27
48,40
48,17
33,13
10,10
30,23
27,16
16,25
80,31
21,16
21,8
22,48
17,17
57,37
31,40
26,47
27,30
27,49
25,34
34,19
17,14
21,24
26,57
16,37
30,29
44,13
10,13
37,14
60,19
20,22
22,18
34,27
16,23
17,13
8,23
16,30
58,46
37,18
12,9
19,24
29,24
31,15
28,30
75,25
24,15
40,27
26,24
40,26
40,16
11,11
75,27
17,28
15,34
19,18
38,22
51,8
11,27
69,51
10,12
21,12
14,15
33,17
41,18
42,26
30,24
16,17
29,28
19,41
34,26
20,21
28,12
67,13
54,31
27,37
11,26
24,43
39,21
27,15
37,11
33,8
41,13
23,28
30,28
25,18
26,23
30,23
43,18
36,41
36,28
14,20
43,28
38,22
35,34
18,11
10,10
41,30
27,25
24,14
20,21
22,50
8,9
65,18
25,28
10,26
16,29
16,14
62,35
30,33
46,17
42,26
17,16
41,28
16,18
51,19
17,14
23,11
33,15
41,12
41,19
12,11
80,15
17,47
26,32
16,26
30,27
19,60
37,18
28,42
39,12
22,18
31,12
19,16
22,41
21,25
14,12
31,30
14,30
63,30
34,18
11,9
19,19
50,29
17,15
40,22
19,31
8,36
37,37
19,18
28,17
42,11
42,25
26,12
19,11
37,27
29,10
58,17
62,31
22,26
15,36
18,14
19,12
74,16
32,40
54,17
22,20
38,21
28,15
14,26
17,49
8,21
13,30
41,24
32,37
27,10
16,13
16,9
11,16
21,47
80,44
15,26
38,43
27,35
33,41
23,38
11,9
22,14
29,27
15,19
53,42
39,37
9,8
26,23
32,15
29,47
17,30
52,30
25,19
16,46
51,19
80,23
15,15
17,24
31,58
26,50
22,46
19,14
28,13
31,19
21,19
40,20
42,24
42,18
26,17
25,17
8,8
65,15
22,33
33,12
23,10
17,13
25,25
31,20
23,38
30,13
25,13
33,41
25,20
46,17
20,20
10,9
27,70
42,46
17,15
21,21
80,22
21,28
21,36
49,17
33,19
16,49
80,33
30,39
20,20
32,35
13,25
20,15
52,25
22,14
20,17
30,27
21,20
32,15
27,53
27,17
25,40
36,28
38,13
15,35
40,10
9,9
16,26
62,22
10,32
34,21
14,36
42,26
42,50
48,15
35,34
48,21
33,39
27,26
43,57
15,11
10,8
78,24
50,40
16,15
51,18
41,20
20,52
35,16
25,48
33,28
21,13
15,34
52,24
28,19
34,30
30,31
15,21
40,22
43,20
38,15
32,15
21,14
41,18
80,36
43,18
10,20
29,29
37,43
15,35
23,11
9,31
45,15
29,21
22,11
11,23
26,15
20,21
13,18
26,29
30,21
33,26
32,42
41,21
30,23
47,22
11,10
25,35
34,20
29,37
40,27
66,57
9,38
28,29
30,17
33,11
13,9
44,16
41,27
12,34
32,13
34,29
27,28
30,29
13,17
41,27
26,28
21,34
22,53
60,33
19,26
10,19
34,39
18,41
15,11
22,25
39,27
48,11
39,22
27,23
39,40
15,18
66,33
11,21
23,40
76,43
50,21
31,28
15,20
65,22
12,37
8,11
21,24
51,19
14,36
39,63
24,22
20,20
20,13
16,29
37,10
41,55
17,31
28,14
17,9
39,41
28,11
15,17
35,41
30,14
16,16
31,32
49,27
32,29
44,12
26,28
19,20
21,41
33,13
19,18
18,17
8,8
18,16
80,17
27,27
11,30
24,31
19,17
12,16
43,30
36,9
25,15
28,33
44,30
22,60
12,20
8,9
22,14
22,14
35,34
31,16
22,27
8,9
21,35
42,30
36,35
20,19
16,14
23,23
12,10
34,13
42,33
22,20
38,16
33,20
14,14
27,13
43,11
23,13
44,11
38,19
21,21
31,28
33,24
13,17
25,20
36,8
16,22
24,30
11,20
10,14
14,18
29,56
35,10
19,53
10,12
15,22
28,33
25,26
32,60
37,23
11,8
34,11
30,19
24,14
21,20
20,48
9,24
21,19
34,17
30,11
23,27
15,15
32,23
28,15
50,76
50,27
27,35
50,33
13,15
16,14
27,20
19,11
36,19
37,19
26,21
12,26
24,19
20,29
18,20
18,15
40,9
70,27
24,33
11,12
36,9
32,20
18,9
43,14
42,17
72,20
58,26
51,18
11,32
23,38
24,10
10,9
36,26
23,31
47,32
30,30
19,24
20,30
28,30
58,17
10,29
40,22
49,25
31,15
12,22
45,44
57,32
27,24
80,9
16,14
73,24
36,24
39,60
37,13
32,13
22,32
23,23
27,17
17,30
29,24
28,22
9,8
15,15
52,22
23,12
12,10
21,16
32,19
13,16
25,46
51,19
32,16
27,33
21,21
54,27
39,21
8,8
48,17
36,13
32,15
34,19
50,26
9,9
21,25
28,36
19,11
28,9
41,52
20,44
27,10
29,35
31,15
26,27
41,35
13,19
24,26
39,29
25,30
41,34
41,16
27,19
11,10
49,27
23,20
40,36
21,18
37,46
15,12
37,39
48,25
12,27
39,11
30,23
32,14
23,36
22,35
65,80
42,19
24,16
29,32
23,10
10,8
58,23
63,18
19,33
25,39
33,10
9,9
37,15
16,15
10,25
23,13
18,14
56,36
22,13
30,49
46,15
29,20
74,61
43,20
20,30
44,19
21,22
34,20
51,51
49,53
11,37
22,18
44,71
25,19
15,41
9,21
24,29
50,39
35,10
39,60
16,34
24,17
16,11
45,18
57,25
34,32
45,13
66,21
37,23
36,33
8,9
16,21
69,27
14,15
33,31
20,16
21,9
30,20
53,18
32,18
38,12
14,28
15,30
23,30
29,24
32,21
25,40
26,21
13,19
28,18
20,14
22,49
23,28
32,17
19,18
23,10
52,19
29,15
15,26
16,22
47,9
48,33
27,19
22,11
67,13
14,17
35,28
15,44
23,29
68,40
43,14
31,32
31,24
31,15
24,11
10,9
23,12
22,26
36,18
36,34
19,21
49,9
16,27
32,30
34,21
30,20
17,64
43,30
29,23
32,26
54,55
27,21
23,17
17,27
37,20
39,15
19,33
27,11
18,13
19,20
20,10
52,47
51,21
13,28
52,20
8,9
66,32
39,38
10,10
26,14
45,13
18,18
10,15
60,21
22,19
14,32
37,21
25,35
19,23
41,12
11,9
63,22
37,48
63,38
21,25
20,10
9,24
35,11
16,35
51,27
63,13
39,42
51,24
23,40
43,15
64,41
17,22
22,28
19,14
24,21
43,31
20,23
34,10
54,25
25,21
69,9
23,20
18,29
25,30
26,21
33,33
28,12
31,21
36,10
10,24
14,26
22,31
13,16
22,35
37,55
25,16
34,33
38,17
42,73
67,75
11,10
37,25
44,12
15,19
41,29
20,17
21,20
25,49
17,29
34,10
15,21
40,16
18,18
13,13
61,13
36,35
15,12
30,18
67,15
14,16
35,78
22,14
50,22
49,36
42,25
9,19
61,13
44,22
22,23
23,13
9,24
25,10
22,25
26,13
10,9
63,12
17,53
19,10
32,23
36,13
27,29
31,29
37,15
40,43
35,22
8,11
38,26
45,25
16,17
40,18
32,53
8,8
29,18
24,15
29,17
25,30
57,51
23,24
15,9
29,14
25,16
23,30
45,42
14,14
16,13
28,51
19,20
31,14
58,52
33,26
10,21
32,34
33,14
33,42
22,26
27,9
38,27
39,18
20,13
27,22
27,12
17,20
31,16
43,15
72,29
24,18
50,20
14,19
51,10
36,12
11,11
28,21
21,13
16,15
38,18
46,13
9,8
30,13
17,30
55,21
24,21
44,13
18,13
47,26
44,28
24,37
27,14
44,37
14,41
28,36
22,41
55,22
22,28
18,24
31,17
22,11
80,41
35,12
19,21
46,36
32,9
50,14
22,18
49,11
50,9
16,18
20,25
17,17
31,22
50,31
26,14
36,27
55,20
31,20
15,11
10,8
48,28
38,27
33,59
25,30
30,18
8,28
49,22
31,29
60,24
20,19
33,43
24,52
15,12
36,35
12,23
15,16
23,10
43,17
20,14
29,35
20,13
52,41
31,47
45,40
21,11
56,25
41,12
13,18
18,20
33,8
55,29
31,19
20,32
23,31
19,19
53,21
10,12
30,15
80,20
34,11
31,21
31,30
31,36
12,19
9,10
30,27
51,49
31,25
43,24
33,23
20,8
18,12
45,51
37,22
15,14
16,19
27,36
18,10
67,19
21,80
18,16
27,35
15,14
30,16
34,15
37,31
19,17
37,15
19,31
11,12
54,26
29,26
13,14
47,18
47,50
36,37
40,38
11,13
10,17
34,13
34,35
33,23
29,63
48,21
51,46
38,27
30,14
29,17
35,12
8,8
50,27
32,12
36,17
32,19
35,37
8,26
20,61
17,17
10,31
27,23
32,61
39,52
45,26
41,14
31,37
17,36
38,20
25,13
71,44
26,29
27,28
23,12
18,18
19,17
22,24
21,16
17,27
15,18
39,32
8,8
80,13
57,31
32,13
10,21
57,17
29,21
12,13
16,16
42,35
48,38
45,21
56,15
30,16
55,15
9,9
30,35
25,26
33,18
22,47
39,31
8,9
18,29
57,54
80,42
13,20
13,30
24,26
14,11
34,15
13,12
27,28
40,80
15,29
24,28
19,21
20,29
27,13
33,29
27,19
9,19
26,29
35,22
23,11
43,46
9,33
25,11
71,46
26,40
25,12
15,24
22,10
18,28
25,18
42,13
26,16
34,24
25,28
70,54
24,33
10,11
58,35
23,19
14,17
37,23
21,24
25,30
23,10
30,29
29,18
55,9
54,26
31,28
25,15
50,32
80,14
15,14
29,67
14,44
25,27
29,13
42,23
21,13
38,17
30,19
12,19
34,30
44,18
23,13
54,29
27,21
61,36
27,21
22,18
11,10
16,16
35,19
29,24
48,30
28,23
16,15
38,26
56,16
18,28
18,13
10,10
32,52
67,15
30,24
28,36
20,42
38,9
57,27
19,17
10,24
32,16
15,17
23,29
28,32
38,14
18,12
34,16
28,29
36,38
21,13
40,20
23,13
19,12
31,51
28,19
9,21
31,51
19,24
13,13
19,11
8,24
55,28
55,25
10,31
37,9
14,20
19,31
31,31
40,30
34,25
25,25
34,22
38,51
33,38
22,14
10,11
25,18
60,14
15,24
43,50
16,32
8,49
24,20
28,40
34,24
14,30
14,30
39,26
41,40
44,26
48,43
37,12
34,13
21,41
31,16
28,20
43,18
24,17
55,38
21,30
26,11
24,21
22,14
18,18
42,13
8,47
38,29
41,23
10,28
12,22
14,12
20,50
58,17
24,29
43,40
45,33
27,23
24,36
31,27
37,25
9,10
39,13
21,40
45,41
46,17
44,26
21,9
47,18
33,15
62,10
28,18
42,14
43,37
41,24
30,33
18,64
28,21
36,9
21,29
62,27
17,19
34,14
23,28
28,14
27,19
11,9
24,17
46,16
69,12
26,30
8,20
32,38
45,46
24,43
9,40
42,34
17,16
25,23
51,42
28,45
52,48
44,26
41,20
32,48
11,36
9,9
37,21
56,47
36,29
43,30
54,23
8,8
34,38
34,16
48,11
38,13
21,60
39,28
20,18
32,32
17,23
38,12
25,22
34,13
17,13
20,15
33,33
33,26
28,17
37,38
20,25
38,17
39,58
15,22
42,10
30,29
28,12
33,46
10,10
12,27
64,58
41,25
17,14
55,19
48,20
34,26
70,27
26,22
56,15
13,17
9,11
43,26
21,12
48,18
20,26
20,48
8,20
44,41
63,31
58,12
39,23
46,23
68,30
14,9
41,33
36,27
24,29
30,10
16,12
14,26
29,15
28,54
30,12
42,14
27,19
45,44
44,35
34,23
15,13
34,52
34,27
33,10
34,24
23,19
11,36
60,28
43,19
10,31
25,36
30,28
40,14
49,24
44,11
30,32
13,11
11,10
45,35
22,26
29,16
21,43
32,30
31,65
18,13
32,35
29,26
43,11
45,24
22,22
33,22
34,52
17,10
29,14
80,46
16,16
26,20
17,13
58,19
37,16
35,30
22,32
21,21
56,20
20,40
14,17
63,18
9,20
45,74
50,48
22,29
12,24
39,22
19,22
14,28
43,38
56,23
24,27
45,42
14,79
30,37
43,18
9,8
40,18
27,52
17,15
47,28
51,22
9,21
23,25
19,18
34,52
13,28
40,66
16,63
80,36
29,20
80,28
32,37
28,15
14,14
53,14
33,18
61,44
32,15
48,21
80,16
23,20
46,17
27,24
33,13
20,21
9,34
65,36
74,27
20,29
12,9
26,13
18,10
15,13
43,40
37,10
18,37
78,32
23,14
27,36
16,24
8,8
35,24
16,27
30,27
60,21
22,27
9,8
14,14
18,22
10,24
30,63
54,55
24,13
25,21
26,30
44,16
25,21
77,10
27,19
27,22
37,13
60,23
10,41
32,21
23,25
23,19
79,18
19,31
33,23
54,20
9,8
18,19
50,41
25,53
39,23
15,23
34,9
16,13
25,16
31,22
65,24
46,30
23,13
28,25
12,16
11,11
30,18
46,29
57,14
38,34
80,43
8,20
28,24
29,33
29,43
29,13
26,40
56,33
27,12
32,33
18,10
39,18
49,10
13,14
14,15
34,38
21,20
25,20
37,45
26,33
21,20
31,28
17,16
49,20
29,80
32,9
54,15
35,22
36,62
63,16
29,10
25,22
17,30
27,12
45,27
80,21
38,21
26,32
19,45
46,22
8,11
29,31
47,13
14,40
25,21
18,17
21,8
34,20
31,17
27,10
16,10
13,15
22,20
21,23
39,14
22,29
35,24
24,22
45,41
26,20
17,14
20,35
24,26
32,35
29,41
11,20
21,38
61,14
34,11
16,21
37,33
20,29
80,28
23,11
9,21
52,12
22,18
79,50
44,25
39,17
8,9
31,31
17,47
18,15
27,24
21,14
31,35
51,17
41,17
27,25
48,32
25,14
43,21
26,32
56,12
18,21
10,11
54,34
20,57
16,24
33,9
43,28
61,13
36,37
18,15
52,20
28,39
29,27
33,26
19,14
24,19
40,32
24,36
60,19
37,42
36,24
28,21
33,24
29,31
44,21
23,32
22,19
20,14
26,33
28,34
10,8
10,12
23,41
30,28
21,58
23,18
58,21
25,57
28,26
22,11
16,30
24,39
35,20
46,25
11,18
18,37
10,11
27,17
72,71
17,26
33,20
31,28
15,16
21,19
46,14
34,12
18,18
33,19
17,49
34,17
23,40
27,38
51,26
49,26
41,46
40,26
51,21
22,13
34,26
27,15
35,22
73,16
20,21
26,19
28,19
9,8
80,26
17,14
19,11
80,42
22,24
21,32
28,20
25,58
20,28
18,16
26,28
42,12
46,29
30,12
18,16
10,9
55,16
43,18
38,38
9,20
48,51
46,13
35,22
45,18
18,34
17,20
50,48
73,13
19,28
28,34
74,72
52,39
28,23
48,37
37,12
65,39
25,18
37,20
14,33
57,11
19,16
32,34
60,54
26,25
8,8
10,24
32,24
40,40
50,39
35,40
30,23
33,24
25,20
26,24
41,18
20,34
14,14
28,19
16,24
39,17
10,8
34,28
18,23
15,52
21,17
34,12
18,21
22,21
36,16
29,12
29,43
49,28
80,33
40,23
32,24
60,26
35,13
32,18
29,40
11,23
26,21
20,18
18,12
24,38
15,62
19,19
20,45
31,38
26,24
11,9
