LR_m1,LR_m2
0.398354045101485,0.222960765928748
0.772702890160473,0.788992995749016
0.279573818076192,0.206748447706872
0.122042593675471,0.0802528522019554
0.288626573329758,0.158436000283542
0.559929362889095,0.243128060145964
0.4044947503429,0.223449872559763
0.199096902111522,0.0819379773553673
0.397647973452109,0.250037132507522
0.267192737726143,0.164725744895514
0.512869365259252,0.243202369518775
0.401939595189065,0.755325619611079
0.306621371121945,0.192524182724717
0.390010620975515,0.182761367171101
0.64720106183486,0.77355343291541
0.403008658818561,0.153964226926651
0.163798370025475,0.0840237023238622
0.312731959321864,0.193038485104147
0.292697340329722,0.147132566533299
0.37281528226454,0.126873743097984
0.218120259471238,0.185444917364778
0.337708464591449,0.158432044164831
0.336662397563158,0.169516979155626
0.169022790886505,0.150866258163735
0.151684721785588,0.0853160491509615
0.258085395108569,0.137992876183687
0.503685864221014,0.257722782775456
0.341436592600995,0.167958543881004
0.183130916653389,0.0848770071969721
0.27192172541632,0.135689945003626
0.660446464861901,0.172595763985326
0.237928546090898,0.163626130370015
0.200374880961995,0.0903327495650643
0.204582023729738,0.136658191575116
0.645499135645028,0.237549524147273
0.197565860788861,0.669356039207054
0.164315133646913,0.0871530785998808
0.443591040867488,0.124098741024015
0.620413522055271,0.198104312074275
0.328581166376125,0.266187472389992
0.234245437580007,0.102616427365196
0.246837658869979,0.294567961060511
0.177148642220824,0.126298113058459
0.28563294661394,0.327940189089252
0.24700203892662,0.109983663496527
0.160045908591231,0.0871942858754712
0.324904081814476,0.198391772587839
0.183203442920987,0.121517164103217
0.86612265855032,0.732476219095638
0.328713883631463,0.10968158193673
0.32294457217682,0.160097164582958
0.334587697318555,0.144500318402185
0.504134105662048,0.501519153170741
0.757950074325725,0.430594081419439
0.391173325916827,0.231967630310046
0.669413084129922,0.230845310643711
0.213380749322958,0.124976148475585
0.162907714923337,0.0967784614051964
0.778794075711818,0.821135471335822
0.841785507034849,0.694685025971998
0.195070650685302,0.118920915359245
0.448378204654768,0.169153753781818
0.20062002368982,0.114820569243465
0.298079512807466,0.17263447248793
0.574040687302808,0.446365982275908
0.394672361452717,0.157548764851984
0.512713873515071,0.22425803599985
0.332022736237311,0.177762735374703
0.249049347849343,0.19256811260306
0.15404585921717,0.106131824431225
0.413413697458437,0.184090660640491
0.244169732668299,0.118898480310958
0.81093354547853,0.1391040058965
0.403156720991003,0.648242104307053
0.77745898109256,0.804126346286987
0.427973822566182,0.282359819826571
0.77780551145841,0.389333362576953
0.636374312143046,0.374691366360178
0.316402428074395,0.161581739116883
0.220535466670457,0.137317010847497
0.206694574205927,0.137105372485791
0.482700543891278,0.209945730187867
0.626902302271104,0.178276476648043
0.421330327903768,0.605012327759603
0.317800809944263,0.200753952781421
0.269698035187464,0.232012587655196
0.788767564290066,0.408679884213687
0.465957594647661,0.249749905438492
0.647672397864451,0.415180478608312
0.230519981056178,0.12650381404619
0.445564159493782,0.320408364094577
0.259193010965599,0.16285374199037
0.418610642461498,0.25007278747638
0.435427491714459,0.265383609232341
0.476438169293107,0.216008310535767
0.32219922450373,0.18851069228845
0.622220511074405,0.449649660664946
0.442537769757823,0.170928565756954
0.328402366334623,0.232504387546328
0.822166429002321,0.397906823931076
0.368680208615013,0.22785009032212
0.380688381832375,0.220719054370036
0.248189444606037,0.132319276661726
0.378848189025703,0.261389181285906
0.2387779304436,0.138368350176807
0.416794881967481,0.149678954659408
0.650541574874103,0.191914510891088
0.429994419038013,0.241505144479212
0.270648597340362,0.159939656773371
0.194824074199163,0.109763306795675
0.288627067731643,0.154696561952732
0.468115816336882,0.285080775239068
0.336597659208298,0.338429464984416
0.593821055430078,0.394398378037482
0.411664471364043,0.259742008289835
0.32908803468702,0.213191812712113
0.249770604581887,0.260033235422907
0.654014135941292,0.265437238116843
0.82694821545638,0.795936350359128
0.802096241240437,0.461787313055898
0.27419697773174,0.203406953210233
0.633601249223952,0.464685332094314
0.474271343384702,0.152591936603744
0.682808987479029,0.155226801687291
0.362169833922788,0.69123983594314
0.335736201339786,0.19324622068581
0.801114376984635,0.399248579565901
0.318014889247336,0.169906428273191
0.206491762007982,0.173962165122504
0.392844108227926,0.18962197971327
0.36049774645986,0.328925102328406
0.421868422199025,0.463362203352248
0.214331872545785,0.112716057717095
0.645141975846915,0.594723912261781
0.719515597587136,0.427122219922793
0.640496370848931,0.202558777955013
0.427702563151353,0.350061541294696
0.76009546354643,0.195974145658687
0.30504522998065,0.137939181743531
0.602126339138076,0.421084324411495
0.427973819837639,0.216806801476007
0.330765820770246,0.20874389693646
0.183247062452682,0.122588697595232
0.461787287605981,0.20758836323664
0.34093725830509,0.25228929574482
0.76068475512748,0.335624685478012
0.486867306502861,0.284301612515049
0.476122919770045,0.276976717858809
0.758927853615421,0.589981668791184
0.400165524705468,0.210429765733269
0.474474547724491,0.256686853760801
0.65369082573285,0.641946481582409
0.65071523131158,0.274180315127874
0.465067940566997,0.234905774365712
0.787848530601117,0.511995655383455
0.36408972949292,0.28511503387943
0.52888217065691,0.288572311512135
0.256787322287388,0.21462360920898
0.288627091989215,0.252079038120091
0.650795453018402,0.454772899690689
0.608371603748877,0.216777143499105
0.351233334002194,0.404447727089206
0.469918414664063,0.214752765433571
0.32855786924123,0.262563980512172
0.82118448737798,0.494012708265642
0.431897066836544,0.733666288187476
0.651442440532409,0.365649824779086
0.595826955504783,0.739317623085466
0.491086836156285,0.303009638528082
0.652446015764437,0.628597957009213
0.692182784385068,0.310299413808942
0.305061272509407,0.205560528782864
0.299382398705996,0.2605513411686
0.453521995467808,0.202611535509375
0.452679208871121,0.655836536957231
0.32724989605396,0.35703439918062
0.501547483619717,0.188585045617237
0.373684763212665,0.20304288949051
0.790382444064474,0.558002197449033
0.359272088778911,0.388006811732201
0.654421359268352,0.322711667378943
0.449627398827117,0.207605616503959
0.278653881175362,0.173077449689749
0.467042534987328,0.357026302705019
0.5232639981511,0.427415176512497
0.650668483638231,0.367890981549838
0.646163580360097,0.635124012362958
0.479903707875895,0.365443205065271
0.333972851351214,0.1689660836912
0.846036941461493,0.739274723959658
0.514023847661076,0.283110401381128
0.323453313824834,0.212658149620724
0.437432935085241,0.285806259562195
0.642293420742753,0.632809532092865
0.645414791864756,0.267857633570052
0.648840721172929,0.623640743613904
0.376299104864612,0.251213342130414
0.370729044825823,0.213253089504874
0.495682348441783,0.269388112298308
0.645643193971531,0.633713188118112
0.652384810184222,0.359677246865633
0.378790516880709,0.270502160521079
0.679170690029667,0.260377986647827
0.287176130707233,0.313573108538741
0.441259674732185,0.248180084156786
0.656441897138102,0.265289696819115
0.326793085535944,0.196915645168234
0.329702233267692,0.20034228478712
0.451435503520907,0.185875542654425
0.432982703058215,0.321185389249946
0.571687991092382,0.245420282526352
0.355625529272376,0.222411598139234
0.843773792527029,0.800319153615288
0.347597025882143,0.281242875249779
0.661283270834968,0.493176399071184
0.261139425023495,0.146181508805481
0.64464556393696,0.631729502033388
0.65238668803655,0.638507205646901
0.639880748762887,0.634436933808042
0.500357627252012,0.332604983082606
0.651684192044809,0.612866809729925
0.359272092537419,0.271755004619051
0.650528697811494,0.633895584043078
0.44316429114487,0.709580531956891
0.431897048197967,0.253590166342871
0.639554693492193,0.742646848692492
0.716700610127815,0.586870848325442
0.422725458134797,0.26478953246965
0.481233288754924,0.380657368739177
0.653346366147263,0.560021146230507
0.783404491303139,0.370483463599143
0.655109495278252,0.373804883550751
0.651111796724523,0.634852161447656
0.654192067919449,0.367496657521192
0.330336469188058,0.408141022560062
0.650668436094073,0.639081975904246
0.282474039180866,0.228528576892119
0.649112097033572,0.359445699378522
0.561906431188089,0.418694825798115
0.797347855879731,0.753703192917065
0.486976174357361,0.201817613558102
0.437398160511046,0.338815739249232
0.363550990847083,0.34677114119277
0.442750870288495,0.211529807173522
0.338058117208817,0.290282749515201
0.537486500469707,0.312472281231236
0.438748949449886,0.373804926985271
0.465067893717018,0.29667863397218
0.32307767902902,0.200342297952807
0.641891079418633,0.392531559409797
0.633939478124743,0.645981864619117
0.64257925159687,0.634816374484205
0.65020361243145,0.625110519796631
0.645989146536326,0.27577362318442
0.644632343711097,0.360477541419025
0.489426289968445,0.194775552107918
0.361743636247952,0.190400225355417
0.339515464060688,0.205350390490389
0.356122957872198,0.233189838930311
0.654192102021611,0.368272602713219
0.810478567350395,0.499065233718362
0.46597424924855,0.789023332277197
0.446247796069279,0.375408032343215
0.637571523189794,0.638277769623826
0.780302366441238,0.344663234609465
0.64034771314535,0.372590845955549
0.640960834044869,0.638263100218354
0.624701447134734,0.525017870311527
0.646547902575614,0.3795409035643
0.438748994045243,0.285208216653794
0.507694250526397,0.612866807350972
0.644811829011177,0.627743317592815
0.652072533696832,0.640960798565649
0.446247714272964,0.371598978482515
0.368245792128423,0.471792986329117
0.647506138478165,0.34905721577332
0.65097061068988,0.763278347203508
0.36824586422801,0.286243963026927
0.642579277049285,0.635263481708665
0.650203639337397,0.314020093520557
0.359295368065994,0.264651296667281
0.653167919695199,0.238633391923159
0.648141052256936,0.635263542637104
0.627975199143914,0.624121385988692
0.642579278435961,0.634816346456036
0.47732612505304,0.346771180716445
0.345116836200136,0.289383711113791
0.605228993614344,0.407315510383907
0.646547861409503,0.641218928604038
0.459676416619478,0.240769856846459
0.394943744461314,0.200342313722385
0.652110264017722,0.636386117895236
0.651442397214422,0.37284121707986
0.655034417543803,0.638923126332974
0.638507210956023,0.641388771008325
0.652072551245201,0.720062763337734
0.64654787082837,0.632455453562485
0.463051312240848,0.373804909263942
0.656422679249352,0.640377393660362
0.633939480053545,0.63757158261247
0.624701514208897,0.324106737366641
0.630514322484388,0.643882472033432
0.64598186967679,0.632455436856629
0.446247775230908,0.384290791354121
0.65369083310216,0.641946469038405
0.650304715726541,0.630766314543821
0.650046213356219,0.642937123705674
0.647550697346266,0.642169552616972
0.458925952508919,0.245448810350358
0.625742865278771,0.475877471063656
0.65004626630553,0.646547888673098
0.615149761248587,0.520383807538881
0.64944481685883,0.352032734461948
0.650046251004612,0.624908647932264
0.621427468728202,0.644811837959167
0.650046196960471,0.637265408135886
0.642579233452507,0.390640950104739
0.645981861741324,0.639637857703329
0.653798784879971,0.402166691475381
0.652072583374396,0.633202700690624
0.44673890319074,0.215232013887123
0.449923177164277,0.572587802942683
0.641891077817459,0.63245542873156
0.465974282858202,0.273796354580927
0.652072561771049,0.640960795132984
0.647550742368406,0.64348900104286
0.652072603219451,0.643882485169825
0.640064843185339,0.6339394970347
0.649076994984311,0.629299878950699
0.649076980419288,0.631150876538985
0.644811849414869,0.639880727101084
0.638521700908131,0.621335690163481
0.647776757768681,0.64481180997183
0.64814103812343,0.641946463037557
0.64257923128918,0.642169525770474
0.648580527157317,0.400921264473792
0.648580538534172,0.389081894862025
0.65004623968949,0.648141064292859
0.656422729878586,0.384855479944962
0.651111819143816,0.369861227177904
0.644811848995798,0.63850718981741
0.64481185273495,0.637571588603941
0.652072551440105,0.641785622030054
0.644811860565244,0.627188323523727
0.650046207875414,0.64216948533852
0.481779983871608,0.277058880968235
0.642579253887004,0.64295273157671
0.458598628101485,0.78933851019231
0.638521707771257,0.633188781451832
0.648141046474942,0.634436978402807
0.653690777179817,0.642169518185234
0.65030477979617,0.641218948388087
0.63988077534308,0.62222276784517
0.642579165046648,0.390641014459277
0.654792568775361,0.639807629336777
0.656422743466399,0.698498920701665
0.653690808286323,0.438078180700654
0.652446014177214,0.260879116096067
0.627743333816668,0.62490867642043
0.633939468865076,0.637571570626171
0.64761969964839,0.635552312902838
0.640815722497018,0.624121386972963
0.648141000587146,0.399239728155689
0.655587364589522,0.64464559542909
0.637571576925046,0.632580483596773
0.649792311852611,0.639253386804492
0.655034415583553,0.639807631075981
0.647776769675666,0.639880771361659
0.642937105209273,0.403241294093776
0.640064807683333,0.644811842049916
0.50766004532147,0.39113166706918
0.647776769514799,0.641565847876998
0.652386700637692,0.646547851836555
0.642579222070534,0.438078199386211
0.642579243049626,0.624908670996233
0.636356178262436,0.633939508423703
0.636356154897478,0.627975211158753
0.422641439487036,0.385636275527974
0.63635618702256,0.639880732594876
0.652072570253849,0.632455450128939
0.645981820111887,0.642764835210448
0.647550702843604,0.634816378787044
0.653690823341398,0.645981812468465
