model_m1_b1,model_m1_b2,model_m1_b3,model_m1_b4,model_m1_b5,model_m1_b6,model_m1_b7,model_m1_b8,model_m1_b9,model_m1_b10,model_m1_b11,model_m1_b12,model_m1_b13,model_m1_b14,model_m1_b15,model_m1_b16,model_m1_b17,model_m1_b18,model_m1_b19,model_m1_b20,model_m2_b1,model_m2_b2,model_m2_b3,model_m2_b4,model_m2_b5,model_m2_b6,model_m2_b7,model_m2_b8,model_m2_b9,model_m2_b10,model_m2_b11,model_m2_b12,model_m2_b13,model_m2_b14,model_m2_b15,model_m2_b16,model_m2_b17,model_m2_b18,model_m2_b19,model_m2_b20,model_m3_b1,model_m3_b2,model_m3_b3,model_m3_b4,model_m3_b5,model_m3_b6,model_m3_b7,model_m3_b8,model_m3_b9,model_m3_b10,model_m3_b11,model_m3_b12,model_m3_b13,model_m3_b14,model_m3_b15,model_m3_b16,model_m3_b17,model_m3_b18,model_m3_b19,model_m3_b20,model_m4_b1,model_m4_b2,model_m4_b3,model_m4_b4,model_m4_b5,model_m4_b6,model_m4_b7,model_m4_b8,model_m4_b9,model_m4_b10,model_m4_b11,model_m4_b12,model_m4_b13,model_m4_b14,model_m4_b15,model_m4_b16,model_m4_b17,model_m4_b18,model_m4_b19,model_m4_b20
0.25949808666495,0.416376299902746,0.439148853561071,0.521576738917133,0.722574711481194,0.76081932242156,0.261598825529724,0.879994839348837,0.654240276476442,0.832429565874559,0.718581357393444,0.262579980087133,0.75787181125341,0.76478876923349,NaN,NaN,NaN,NaN,NaN,NaN,0.252395374794819,0.314983501591121,0.11876505320837,0.277976515359043,0.1204307624523,0.103667853962095,0.245027642677381,0.0526544487394404,0.0690654722124269,0.0730893643149028,0.0841225668177294,0.25084446312268,0.12519772068478,0.116987222202135,NaN,NaN,NaN,NaN,NaN,NaN,0.244065719114392,0.129951069666645,0.32485816163633,0.10454878500984,0.0828497041624582,0.0606920564049357,0.258649559726945,0.03142923871432,0.0662394784582829,0.0323961949468875,0.157711394280835,0.247294822170876,0.0565266443528227,0.0663423967511951,NaN,NaN,NaN,NaN,NaN,NaN,0.244040819425839,0.138689128839487,0.117227931594228,0.0958979607139837,0.0741448219040472,0.0748207672114087,0.23472397206595,0.0359214731974029,0.210454772852848,0.0620848748636507,0.0395846815079909,0.239280734619311,0.0604038237089879,0.0518816118131802,NaN,NaN,NaN,NaN,NaN,NaN
0.257295323090492,0.763497074034977,0.60127899993004,0.259690538613499,0.75160498902377,0.746482455440939,0.794706024930885,0.729601401816504,0.248597038827379,0.25678062658259,0.823715207502755,0.680079782231448,0.740651633216627,0.677128753102547,0.580572658082809,0.744410027691177,0.731628131246567,0.679466715586083,0.690816717315973,0.770923717431902,0.247765518676338,0.0947737769353051,0.163781698491454,0.249378564491889,0.116358499296938,0.144054253390327,0.076565963276542,0.138432225347784,0.246956104220236,0.251140061236468,0.0572524179400167,0.14565180291683,0.117656218723081,0.1229507609012,0.205440836306538,0.108295567971188,0.1172703084152,0.105761314073472,0.12537780238579,0.0850353087690238,0.243439628176669,0.0638057375439247,0.175572441707335,0.235290002589333,0.0658528893929314,0.0613699835348324,0.0722491052219819,0.0760839451408045,0.252219708101406,0.244982920223437,0.0891672833587765,0.0794217891759085,0.0715920519794478,0.0957962142601846,0.103527288041141,0.0861942442629169,0.0759537110818469,0.102894145809572,0.105599569211301,0.0675810052698392,0.251499530056501,0.0779234114857938,0.0593668598711713,0.255640894305278,0.06618362228636,0.0480933076339022,0.0564789065705915,0.0558824276949077,0.252227148850979,0.247096391957504,0.0298650911984521,0.0948466256758135,0.0701000960808441,0.104124271736069,0.110459217569512,0.0611001600747178,0.0751478492563856,0.111877824530872,0.0782059110869363,0.0764599685292352
0.675926000165289,0.26208193017734,0.880436786407428,0.726476485484888,0.65259879142197,0.25420125626668,0.259142188052229,0.748781686099119,0.646887381428851,0.880846192885235,0.703395852971781,0.803903150402062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0809306219414224,0.250744233360478,0.0554713913090233,0.140420093309848,0.0825168442697053,0.248667245292769,0.250031653099581,0.136981804299987,0.164146950940371,0.04485088313889,0.0938000758079127,0.10784041369341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0576665347374441,0.243621508356076,0.0304526330980137,0.061594552616839,0.217775634114774,0.251970371240227,0.240716481330784,0.0686422174127008,0.0938720719347191,0.0462690109614889,0.0768576123994356,0.0359913094932087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.185476843155845,0.243552328106106,0.0336391891855358,0.0715088685884247,0.0471087301935508,0.245161127200324,0.250109677517406,0.045594292188193,0.0950935956960591,0.028033913014386,0.12594645882087,0.05226512641132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.292718938978982,0.839594427878725,0.370385350296323,0.260134351714464,0.703500648183619,0.602740094473714,0.255645782280792,0.261264580390417,0.688010211556812,0.764465886406529,0.595354237433858,0.694163172883744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.271787413062127,0.0801390707955067,0.283396508028346,0.248227808763101,0.12840931829854,0.209281076703183,0.247890073318636,0.25061427892435,0.0679016630249486,0.11770216316466,0.161508319529878,0.141916957200249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.217473864656898,0.0303591254844512,0.177774750089723,0.245578415756388,0.0683138082340658,0.0931409678559305,0.251975112544686,0.239581204997348,0.205726757293561,0.0594431358542682,0.110711262259553,0.0834261886885323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.218019783301993,0.0499073758413173,0.168443391585608,0.246059423766047,0.0997762252837751,0.0948378609671727,0.244489031855886,0.248539935687885,0.0383613681246781,0.0583888145745425,0.132426180776711,0.080493681227475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.263438322038311,0.290773408864777,0.504973288856892,0.74616006541093,0.832812631827123,0.255369621728214,0.262665253869388,0.501936963017299,0.255994639298424,0.788527005167164,0.263633550374015,0.671262470413101,0.790298755767369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.253962471319096,0.268243046788505,0.0943246481386079,0.117599967504435,0.0657390532133525,0.24611018805264,0.246579129321864,0.120860636185649,0.254286341143986,0.0780483651814065,0.255272009341497,0.0712187640406919,0.0831927170354359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.241242860424134,0.220363652034259,0.113954236786941,0.0806280251942271,0.046471190829385,0.246433617540167,0.248758441845128,0.129334807535025,0.242456820875456,0.0522549898281274,0.238497907892412,0.17207131970285,0.0559025071160149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.24135634621846,0.220619892312459,0.28674782621756,0.0556119418904077,0.0549771241301396,0.252086572678979,0.24199717496362,0.247867593262027,0.247262198682134,0.0811696398233022,0.242596532392076,0.0854474458433569,0.0706060200811802,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.271134903515887,0.268012448562069,0.777757589591126,0.89270795196134,0.880961331488505,0.677430612675245,0.875326518522756,0.255977939325866,0.374323709401134,0.834552629146428,0.685538746066793,0.843256794109843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.254436542064855,0.249746621649282,0.130545496007654,0.0461648184591983,0.0491230064933345,0.117963805713511,0.0640439931579045,0.244878730837746,0.0377871435908536,0.0490403814679809,0.160767655221419,0.0717269637176133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.231778155596248,0.239061754884917,0.0451851544312448,0.0374344350628086,0.0369895922231406,0.134892169767792,0.0349308012120997,0.246573354817422,0.0315802952650552,0.0266384118942659,0.0532577779651276,0.0380355670525199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.242650398823009,0.243179174903733,0.0465117599699755,0.0236927945166536,0.0329260697950197,0.0697134118434523,0.0256986871072396,0.252569975018966,0.556308851742957,0.0897685774913255,0.10043582074666,0.0469806751200236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.866823360301406,0.260825186784053,0.787092201012253,0.583939889765767,0.254353456579741,0.859797307810712,0.787020934918554,0.736568277631127,0.264547575316433,0.692597971344659,0.85203568532695,0.712716920699736,0.725855850213406,0.637348041395142,NaN,NaN,NaN,NaN,NaN,NaN,0.0478729735261997,0.252863221179703,0.0416799069332934,0.0876926155892845,0.245045614169715,0.0640092416639306,0.0976385787272177,0.121525239397094,0.250992815943526,0.173638351311575,0.0602658090087256,0.135966844155962,0.0680387365860259,0.0756732471654294,NaN,NaN,NaN,NaN,NaN,NaN,0.0573000757317514,0.243168576780215,0.106425405593554,0.0851097355647744,0.246795342029593,0.0388864918001421,0.0704875474962407,0.0804018844273442,0.229692209440206,0.0665733570061082,0.0437345678776634,0.072014924473144,0.0291024015648431,0.212151323473381,NaN,NaN,NaN,NaN,NaN,NaN,0.0280035904406428,0.243143015256029,0.0648024864608991,0.243257759080174,0.253805587220952,0.0373069587252152,0.0448529388579874,0.0615045985444339,0.254767399299835,0.067190320337658,0.043963937786661,0.0793013106711586,0.177003011635725,0.0748273879660476,NaN,NaN,NaN,NaN,NaN,NaN
0.764288156460699,0.838410324959428,0.281547213122896,0.826388479751624,0.256421111663122,0.257065123747015,0.623223738320124,0.454738141511823,0.768485381593908,0.271028526154704,0.817209368857702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0386397237603041,0.0750728798577057,0.268705441600567,0.0844249215688872,0.248547750483273,0.243572926424728,0.187111653985381,0.0269587119943474,0.0684366426834804,0.256672566271498,0.0726987322509067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.157971529183737,0.0373844901992549,0.223739496648224,0.0487044171421378,0.247924212870036,0.251923476598545,0.0700240175859278,0.0280829490747168,0.0555460607699081,0.239086957822832,0.0556329129461558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0391005905952602,0.0491323049836115,0.226007848628314,0.0404821815373516,0.247106924983569,0.247438473229712,0.119640590108567,0.490220197419113,0.107531914952704,0.233211949750966,0.054458985945235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.273812289157442,0.777546977173798,0.751950938598841,0.907056798119714,0.841541719735434,0.80852789847189,0.803838420066125,0.700766690632942,0.255344846020175,0.667792957375047,0.70581625639779,0.811669011777029,0.625849807258638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.261899208412002,0.118245633095308,0.121042528419275,0.0377611460126782,0.0634399244245235,0.087937098553237,0.112331213002726,0.0901310460183013,0.251788331015247,0.114094794122081,0.0546912070265835,0.0760204145504283,0.163378873167943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.232306920658098,0.052045145155857,0.0756243410738229,0.0296318457321668,0.0461912985268186,0.053493164854299,0.0352976404509541,0.131732890132913,0.248620865024021,0.0791487883290491,0.0445859140731986,0.0498554440741134,0.0959875252928821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.231981581772458,0.0521622445750363,0.0513821919080613,0.0255502101354411,0.0488270573132239,0.0500418381205741,0.0485327264801946,0.077369373215844,0.244245957940556,0.138963460173823,0.194906622502427,0.0624551295984291,0.114783794280537,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.744880092812653,0.287697388276696,0.710537515306634,0.745626189960554,0.834585530805667,0.733946674113901,0.258513663213184,0.803701981524327,0.644499692587007,0.770103655447981,0.810266562261124,0.64910936127827,0.712784749264784,0.258704625713249,NaN,NaN,NaN,NaN,NaN,NaN,0.128994779534386,0.271820243798031,0.0940492840733096,0.0835114117394073,0.0848126384943589,0.0834009874971017,0.246651964677221,0.0987522339652453,0.11664754821199,0.100577602151939,0.0751460867068638,0.147449963613858,0.0646080313627349,0.247397830595721,NaN,NaN,NaN,NaN,NaN,NaN,0.076234570563157,0.219928955978348,0.109103653169406,0.124818168974346,0.0369761667698187,0.12413965467182,0.247187315612438,0.0495300517800362,0.0680169999284756,0.0648471020773057,0.0385109897025843,0.105636385785805,0.0674270724944622,0.254063853554085,NaN,NaN,NaN,NaN,NaN,NaN,0.049890557089804,0.220553411946925,0.0863095474506506,0.0460442293256925,0.0436256639301556,0.0585126837171783,0.247647056497157,0.0480157327303916,0.170835759272527,0.0644716403227738,0.0760763613294278,0.0978042893220669,0.155180146878019,0.239833690136946,NaN,NaN,NaN,NaN,NaN,NaN
