MF_m1,MF_m2,BL
0.999640603700048,0.00035939629995197,45
0.998281975724365,0.00171802427563536,35
0.997764526851494,0.00223547314850592,51
0.996783416479481,0.00321658352051869,26
0.999666486287503,0.000333513712497298,27
0.999439612842752,0.000560387157248436,32
0.985821835474303,0.0141781645256967,59
0.998181191524617,0.00181880847538283,42
0.998759732372969,0.00124026762703121,40
0.991448172368783,0.0085518276312171,70
0.99639720472608,0.00360279527392042,53
0.999346583281244,0.000653416718755658,56
0.996694128470934,0.00330587152906646,51
0.998302487548061,0.00169751245193861,34
0.999028193780555,0.00097180621944471,28
0.999768025109549,0.000231974890451556,28
0.99893842153254,0.00106157846746031,28
0.996494657338666,0.00350534266133383,63
0.999798162201856,0.000201837798143892,62
0.997303163865175,0.00269683613482538,23
0.98280530038852,0.0171946996114797,42
0.997656455119324,0.00234354488067618,33
0.668103187803761,0.331896812196239,24
0.589076383653357,0.410923616346643,34
0.420458008323867,0.579541991676133,26
0.721058568842232,0.278941431157768,19
0.178762020649616,0.821237979350384,26
0.209164949645223,0.790835050354777,22
0.268315405444962,0.731684594555038,51
0.622818098768013,0.377181901231987,33
0.517472071185452,0.482527928814548,28
0.192570685937781,0.807429314062219,24
0.378182452909192,0.621817547090808,53
0.557274548038244,0.442725451961756,28
0.363085370722314,0.636914629277686,46
0.618842073048748,0.381157926951252,25
0.185104003277228,0.814895996722772,22
0.747378383191842,0.252621616808158,24
0.134785812441107,0.865214187558893,23
0.471216724127829,0.528783275872172,45
0.525804517082889,0.474195482917111,51
0.64350577822333,0.35649422177667,21
0.217472262910227,0.782527737089773,25
0.750113800190949,0.249886199809051,25
0.231670940313991,0.768329059686009,19
0.913019046956291,0.0869809530437086,16
0.504913746735531,0.495086253264469,26
0.384458555517703,0.615541444482297,18
0.143692790505241,0.856307209494759,23
0.484798894298676,0.515201105701324,21
0.550913279591251,0.449086720408749,40
0.688628027847754,0.311371972152246,29
0.129498191183259,0.870501808816741,17
0.563049130905585,0.436950869094415,24
0.816430471511207,0.183569528488793,23
0.497003608176307,0.502996391823693,21
0.684924997156793,0.315075002843207,31
0.8288877786902,0.1711122213098,19
0.113177247003035,0.886822752996965,20
0.339931289248681,0.660068710751319,18
0.652296937690628,0.347703062309372,21
0.692628673279858,0.307371326720142,20
0.341398398317563,0.658601601682437,36
0.107262215909707,0.892737784090293,19
0.194721655007241,0.805278344992759,24
0.957057365930989,0.0429426340690108,22
0.300017098923379,0.699982901076621,17
0.0442277436111001,0.9557722563889,15
0.119898466818425,0.880101533181575,21
0.260973338062175,0.739026661937825,17
0.646532839459166,0.353467160540834,21
0.0667319716575734,0.933268028342427,20
0.913562400932696,0.0864375990673039,35
0.383043453632707,0.616956546367293,25
0.0669740929917133,0.933025907008287,16
0.0375263718453157,0.962473628154684,21
0.731916234074217,0.268083765925783,23
0.0612293949395276,0.938770605060472,21
0.893643692577591,0.106356307422409,30
0.642136490199348,0.357863509800652,17
0.774420586446436,0.225579413553564,19
0.312218239685729,0.687781760314272,18
0.695807891475397,0.304192108524603,20
0.0429072211460559,0.957092778853944,16
0.127056571922959,0.872943428077041,26
0.194738615131392,0.805261384868608,17
0.893267621535258,0.106732378464742,21
0.897906384851239,0.102093615148761,21
1.29321065454739e-05,0.999987067893455,17
0.000194602668716125,0.999805397331284,15
0.000732534691296601,0.999267465308703,19
0.0017642104434946,0.998235789556505,17
1.13277694561417e-05,0.999988672230544,18
0.00121403235875931,0.998785967641241,20
6.37777716858061e-05,0.999936222228314,12
2.96885928966396e-05,0.999970311407103,21
4.50681617848274e-05,0.999954931838215,14
0.00819559595814302,0.991804404041857,21
1.45044232458114e-05,0.999985495576754,23
0.000107939123718027,0.999892060876282,18
0.00103258901450944,0.998967410985491,28
0.00205130073419531,0.997948699265805,16
0.000343251505248933,0.999656748494751,19
9.61593940320289e-05,0.999903840605968,16
0.000512629951265781,0.999487370048734,19
0.0004365974222786,0.999563402577721,16
8.98284473623253e-07,0.999999101715526,24
2.82415612071505e-05,0.999971758438793,16
5.41201906120249e-06,0.999994587980939,20
8.31969727446042e-06,0.999991680302726,18
1.40888091031205e-05,0.999985911190897,16
1.96582096109756e-05,0.999980341790389,15
9.88508581430442e-05,0.999901149141857,16
2.30129651082602e-05,0.999976987034892,15
1.59668744863681e-05,0.999984033125514,16
2.78759682803118e-05,0.99997212403172,14
0.000156182566699932,0.9998438174333,11
0.00348359244872593,0.996516407551274,21
0.000128940076372624,0.999871059923627,11
0.000376803307787369,0.999623196692213,14
0.000393055912307367,0.999606944087693,22
3.89670323163037e-05,0.999961032967684,14
0.000134003367837547,0.999865996632162,28
0.00251745871341275,0.997482541286587,15
3.75138233954286e-05,0.999962486176604,15
5.50913011980762e-05,0.999944908698802,14
0.00112525999464366,0.998874740005356,18
6.76118011153207e-05,0.999932388198885,12
0.00358198867396771,0.996418011326032,24
0.000106225076660394,0.99989377492334,12
0.000339696786145036,0.999660303213855,20
0.000297560685390646,0.999702439314609,16
2.73694621179886e-05,0.999972630537882,15
0.000617310322952079,0.999382689677048,15
0.00853346439310055,0.9914665356069,16
0.000250492708089087,0.999749507291911,15
5.30763189161502e-05,0.999946923681084,14
0.000417130749959415,0.999582869250041,14
0.000120742235337817,0.999879257764662,11
0.000523398156155088,0.999476601843845,20
0.000164982454623229,0.999835017545377,11
